SKU,ModelFamily,color,MemorySize,Ext_Color,Ext_memorySize,Brand,SourceChannel,FunctionalStatus
APL IPHXS MAX SLV 512 ASIS B2S,XSM512,SILVER,512GB     ,SILVER,512GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX SLV 512 ASIS CST,XSM512,SILVER,512GB     ,SILVER,512GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX SLV 512GB ASIS,XSM512,SILVER,512GB     ,SILVER,512GB,APPLE,ASIS,TESTED
APL IPHXS MAX SLV 64G ASIS B2S,XSM64G,SILVER,64GB      ,SILVER,64GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX SLV 64G ASIS BST,XSM64G,SILVER,64GB      ,SILVER,64GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX SLV 64G ASIS CST,XSM64G,SILVER,64GB      ,SILVER,64GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX SLV 64GB ASIS,XSM64G,SILVER,64GB      ,SILVER,64GB,APPLE,ASIS,TESTED
APL IPHXS SILVER 256 ASIS CST,XS256G,SILVER,256GB     ,SILVER,256GB,APPLE,ASIS,UNTESTED
APL IPHXS SILVER 256GB ASIS,XS256G,SILVER,256GB     ,SILVER,256GB,APPLE,ASIS,TESTED
APL IPHXS SILVER 512G ASIS CST,XS512G,SILVER,512GB     ,SILVER,512GB,APPLE,ASIS,UNTESTED
APL IPHXS SILVER 512GB ASIS,XS512G,SILVER,512GB     ,SILVER,512GB,APPLE,ASIS,TESTED
APL IPHXS SILVER 64GB ASIS,XS64GB,SILVER,64GB      ,SILVER,64GB,APPLE,ASIS,TESTED
APL IPHXS SILVER 64GB ASIS B2S,XS64GB,SILVER,64GB      ,SILVER,64GB,APPLE,ASIS,UNTESTED
APL IPHXS SILVER 64GB ASIS CST,XS64GB,SILVER,64GB      ,SILVER,64GB,APPLE,ASIS,UNTESTED
APL IPHXS SLV 64G ASIS CST,XS64GB,SILVER,64GB      ,SILVER,64GB,APPLE,ASIS,UNTESTED
APL IPHXS256 GRY  ASTK,XS256G,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,BBTI,UNTESTED
APL IPHXS256 GRY B2STK,XS256G,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,BBTI,UNTESTED
APL IPHXS256 GRY BSTK,XS256G,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,BBTI,UNTESTED
APL IPHXS512 GLD  ASTK,XS512G,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,BBTI,UNTESTED
APL IPHXS512 GLD BSTK,XS512G,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,BBTI,UNTESTED
APL IPHXSM SILVER 64G ASIS,XSM64G,SILVER,64GB      ,SILVER,64GB,APPLE,ASIS,TESTED
APL IPHXSM256 GRY B2STK,XSM256,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,BBTI,UNTESTED
APL IPHXSM512 GLD ASTK,XSM512,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,BBTI,UNTESTED
APL IPN7P32 RSGLD BSTK ATT,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,BBTI,UNTESTED
APL IPN7P32 RSGLD CSTK TMO,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,BBTI,UNTESTED
APL IPP10 GLD 256G A1701 AST,PRO10 ,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 256G A1701 B2STK,PRO10 ,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 256G A1701 BST,PRO10 ,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 256G A1701 CST,PRO10 ,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 256G A1701 EST,PRO10 ,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 256G A1709 AST,PRO10 ,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 256G A1709 B2STK,PRO10 ,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 256G A1709 BST,PRO10 ,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 256G A1709 CST,PRO10 ,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 256G A1709 EST,PRO10 ,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 512G A1701 AST,PRO10 ,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 512G A1701 B2STK,PRO10 ,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 512G A1701 BST,PRO10 ,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 512G A1701 CST,PRO10 ,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 512G A1701 EST,PRO10 ,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 512G A1709 AST,PRO10 ,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 512G A1709 B2STK,PRO10 ,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 512G A1709 BST,PRO10 ,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 512G A1709 CST,PRO10 ,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 512G A1709 EST,PRO10 ,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 64G A1701 AST,PRO10 ,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 64G A1701 B2STK,PRO10 ,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 64G A1701 BST,PRO10 ,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 64G A1701 CST,PRO10 ,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 64G A1701 DST,PRO10 ,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 64G A1701 EST,PRO10 ,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 64G A1709 AST,PRO10 ,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 64G A1709 B2STK,PRO10 ,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 64G A1709 BST,PRO10 ,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 64G A1709 CST,PRO10 ,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GLD 64G A1709 EST,PRO10 ,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 256G A1701 AST,PRO10 ,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 256G A1701 B2STK,PRO10 ,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 256G A1701 BST,PRO10 ,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 256G A1701 CST,PRO10 ,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 256G A1701 DST,PRO10 ,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 256G A1701 EST,PRO10 ,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 256G A1709 AST,PRO10 ,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 256G A1709 B2STK,PRO10 ,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 256G A1709 BST,PRO10 ,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 256G A1709 CST,PRO10 ,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 256G A1709 DST,PRO10 ,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 256G A1709 EST,PRO10 ,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 512G A1701 AST,PRO10 ,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 512G A1701 B2STK,PRO10 ,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 512G A1701 BST,PRO10 ,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 512G A1701 CST,PRO10 ,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 512G A1701 EST,PRO10 ,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 512G A1709 AST,PRO10 ,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 512G A1709 B2STK,PRO10 ,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 512G A1709 BST,PRO10 ,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 512G A1709 CST,PRO10 ,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 512G A1709 DST,PRO10 ,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 512G A1709 EST,PRO10 ,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 64G A1701 AST,PRO10 ,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 64G A1701 B2STK,PRO10 ,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 64G A1701 BST,PRO10 ,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 64G A1701 CST,PRO10 ,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 64G A1701 DST,PRO10 ,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 64G A1701 EST,PRO10 ,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 64G A1709 AST,PRO10 ,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 64G A1709 B2STK,PRO10 ,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 64G A1709 BST,PRO10 ,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 64G A1709 CST,PRO10 ,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 GRY 64G A1709 EST,PRO10 ,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 256G A1701 AST,PRO10 ,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 256G A1701 B2ST,PRO10 ,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 256G A1701 BST,PRO10 ,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 256G A1701 CST,PRO10 ,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 256G A1701 EST,PRO10 ,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 256G A1709 BST,PRO10 ,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 256G A1709 CST,PRO10 ,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 256G A1709 EST,PRO10 ,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 512G A1701 AST,PRO10 ,ROSGLD,512GB     ,ROSGLD,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 512G A1701 BST,PRO10 ,ROSGLD,512GB     ,ROSGLD,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 512G A1701 CST,PRO10 ,ROSGLD,512GB     ,ROSGLD,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 512G A1701 EST,PRO10 ,ROSGLD,512GB     ,ROSGLD,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 512G A1709 AST,PRO10 ,ROSGLD,512GB     ,ROSGLD,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 512G A1709 B2ST,PRO10 ,ROSGLD,512GB     ,ROSGLD,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 512G A1709 BST,PRO10 ,ROSGLD,512GB     ,ROSGLD,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 512G A1709 CST,PRO10 ,ROSGLD,512GB     ,ROSGLD,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 512G A1709 EST,PRO10 ,ROSGLD,512GB     ,ROSGLD,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 64G A1701 AST,PRO10 ,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 64G A1701 B2STK,PRO10 ,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 64G A1701 BST,PRO10 ,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 64G A1701 CST,PRO10 ,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 64G A1701 EST,PRO10 ,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 64G A1709 AST,PRO10 ,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 64G A1709 B2STK,PRO10 ,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 64G A1709 BST,PRO10 ,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 64G A1709 CST,PRO10 ,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 RGLD 64G A1709 EST,PRO10 ,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 256G A1701 AST,PRO10 ,SILVER,256GB     ,SILVER,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 256G A1701 B2STK,PRO10 ,SILVER,256GB     ,SILVER,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 256G A1701 BST,PRO10 ,SILVER,256GB     ,SILVER,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 256G A1701 CST,PRO10 ,SILVER,256GB     ,SILVER,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 256G A1701 EST,PRO10 ,SILVER,256GB     ,SILVER,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 256G A1709 AST,PRO10 ,SILVER,256GB     ,SILVER,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 256G A1709 B2STK,PRO10 ,SILVER,256GB     ,SILVER,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 256G A1709 BST,PRO10 ,SILVER,256GB     ,SILVER,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 256G A1709 CST,PRO10 ,SILVER,256GB     ,SILVER,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 256G A1709 DST,PRO10 ,SILVER,256GB     ,SILVER,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 256G A1709 EST,PRO10 ,SILVER,256GB     ,SILVER,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 512G A1701 AST,PRO10 ,SILVER,512GB     ,SILVER,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 512G A1701 B2STK,PRO10 ,SILVER,512GB     ,SILVER,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 512G A1701 BST,PRO10 ,SILVER,512GB     ,SILVER,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 512G A1701 CST,PRO10 ,SILVER,512GB     ,SILVER,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 512G A1701 EST,PRO10 ,SILVER,512GB     ,SILVER,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 512G A1709 AST,PRO10 ,SILVER,512GB     ,SILVER,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 512G A1709 B2STK,PRO10 ,SILVER,512GB     ,SILVER,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 512G A1709 BST,PRO10 ,SILVER,512GB     ,SILVER,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 512G A1709 CST,PRO10 ,SILVER,512GB     ,SILVER,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 512G A1709 EST,PRO10 ,SILVER,512GB     ,SILVER,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 64G A1701 AST,PRO10 ,SILVER,64GB      ,SILVER,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 64G A1701 B2STK,PRO10 ,SILVER,64GB      ,SILVER,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 64G A1701 BST,PRO10 ,SILVER,64GB      ,SILVER,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 64G A1701 CST,PRO10 ,SILVER,64GB      ,SILVER,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 64G A1701 EST,PRO10 ,SILVER,64GB      ,SILVER,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 64G A1709 AST,PRO10 ,SILVER,64GB      ,SILVER,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 64G A1709 B2STK,PRO10 ,SILVER,64GB      ,SILVER,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 64G A1709 BST,PRO10 ,SILVER,64GB      ,SILVER,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 64G A1709 CST,PRO10 ,SILVER,64GB      ,SILVER,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP10 SLV 64G A1709 EST,PRO10 ,SILVER,64GB      ,SILVER,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 256G A1670 AST,PRO212,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 256G A1670 B2ST,PRO212,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 256G A1670 BST,PRO212,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 256G A1670 CST,PRO212,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 256G A1670 EST,PRO212,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 256G A1671 B2ST,PRO212,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 256G A1671 BST,PRO212,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 256G A1671 CST,PRO212,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 256G A1671 EST,PRO212,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 256G ESTK UNL,PRO212,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,BBTI,UNTESTED
APL IPP122 GLD 512G A1670 AST,PRO212,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 512G A1670 B2ST,PRO212,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 512G A1670 BST,PRO212,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 512G A1670 CST,PRO212,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 512G A1670 EST,PRO212,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 512G A1671 B2ST,PRO212,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 512G A1671 BST,PRO212,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 512G A1671 CST,PRO212,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 512G A1671 EST,PRO212,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 64G A1670 AST,PRO212,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 64G A1670 B2STK,PRO212,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 64G A1670 BST,PRO212,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 64G A1670 CST,PRO212,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 64G A1670 EST,PRO212,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 64G A1671 B2STK,PRO212,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 64G A1671 BST,PRO212,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 64G A1671 CST,PRO212,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GLD 64G A1671 EST,PRO212,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 256G A1670 AST,PRO212,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 256G A1670 B2ST,PRO212,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 256G A1670 BST,PRO212,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 256G A1670 CST,PRO212,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 256G A1670 EST,PRO212,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 256G A1671 AST,PRO212,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 256G A1671 B2ST,PRO212,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 256G A1671 BST,PRO212,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 256G A1671 CST,PRO212,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 256G A1671 EST,PRO212,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 512G A1670 AST,PRO212,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 512G A1670 B2ST,PRO212,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 512G A1670 BST,PRO212,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 512G A1670 CST,PRO212,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 512G A1670 EST,PRO212,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 512G A1671 AST,PRO212,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 512G A1671 B2ST,PRO212,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 512G A1671 BST,PRO212,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 512G A1671 CST,PRO212,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 512G A1671 EST,PRO212,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,APPLE BBTI,UNTESTED
APL IPP122 GRY 512G CSTK-P UNL,PRO212,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,BBTI,TESTED
APL IPP122 GRY 64G A1670 AST,PRO212,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
