SKU,ModelFamily,color,MemorySize,Ext_Color,Ext_memorySize,Brand,SourceChannel,FunctionalStatus
APL IPHN6S GRY 64GB UNLK CST,6S64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,ASIS,UNTESTED
APL IPHN6S GRY 64GB UNLK DST,6S64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,ASIS,UNTESTED
APL IPHN6S GRY 64GB UNLK EST,6S64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,ASIS,UNTESTED
APL IPHN6S RSGLD 64G UNLKD CPO,6S64GB,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,CPO,TESTED
APL IPHN6S SLV 128G UNLK ASIS,6S128G,SILVER,128GB     ,SILVER,128GB,APPLE,ASIS,TESTED
APL IPHN6S SLV 128G UNLK BST,6S128G,SILVER,128GB     ,SILVER,128GB,APPLE,ASIS,UNTESTED
APL IPHN6S SLV 128G UNLK CST,6S128G,SILVER,128GB     ,SILVER,128GB,APPLE,ASIS,UNTESTED
APL IPHN6S SLV 16GB UNLK ASIS,6S16GB,SILVER,16GB      ,SILVER,16GB,APPLE,ASIS,TESTED
APL IPHN6S SLV 16GB UNLK BST,6S16GB,SILVER,16GB      ,SILVER,16GB,APPLE,ASIS,UNTESTED
APL IPHN6S SLV 16GB UNLK CST,6S16GB,SILVER,16GB      ,SILVER,16GB,APPLE,ASIS,UNTESTED
APL IPHN6S SLV 16GB UNLK DST,6S16GB,SILVER,16GB      ,SILVER,16GB,APPLE,ASIS,UNTESTED
APL IPHN6S SLV 64GB UNLK ASIS,6S64GB,SILVER,64GB      ,SILVER,64GB,APPLE,ASIS,TESTED
APL IPHN6S SLV 64GB UNLK CST,6S64GB,SILVER,64GB      ,SILVER,64GB,APPLE,ASIS,UNTESTED
APL IPHN6SP GLD 128G UNLKD CPO,6SP128,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,CPO,TESTED
APL IPHN6SP GLD 16G UNLK ASIS,6SP16G,GOLD  ,16GB      ,GOLD  ,16GB,APPLE,ASIS,TESTED
APL IPHN6SP GLD 16G UNLK CST,6SP16G,GOLD  ,16GB      ,GOLD  ,16GB,APPLE,ASIS,UNTESTED
APL IPHN6SP GLD 16G UNLK EST,6SP16G,GOLD  ,16GB      ,GOLD  ,16GB,APPLE,ASIS,UNTESTED
APL IPHN6SP GLD 64G UNLK ASIS,6SP64G,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,ASIS,TESTED
APL IPHN6SP GLD 64G UNLK BST,6SP64G,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,ASIS,UNTESTED
APL IPHN6SP GLD 64G UNLK CST,6SP64G,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,ASIS,UNTESTED
APL IPHN6SP GLD 64GB UNLKD CPO,6SP64G,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,CPO,TESTED
APL IPHN6SP GRY 128G UNLKD CPO,6SP128,GRAY  ,128GB     ,GRAY  ,128GB,APPLE,CPO,TESTED
APL IPHN6SP GRY 16G UNLK ASIS,6SP16G,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,ASIS,TESTED
APL IPHN6SP GRY 16G UNLK CST,6SP16G,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,ASIS,UNTESTED
APL IPHN6SP GRY 16GB UNLKD CPO,6SP16G,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,CPO,TESTED
APL IPHN6SP GRY 64G UNLK ASIS,6SP64G,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,ASIS,TESTED
APL IPHN6SP GRY 64G UNLK DST,6SP64G,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,ASIS,UNTESTED
APL IPHN6SP GRY 64G UNLK EST,6SP64G,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,ASIS,UNTESTED
APL IPHN6SP SLV 16G UNLK ASIS,6SP16G,SILVER,16GB      ,SILVER,16GB,APPLE,ASIS,TESTED
APL IPHN6SP SLV 16G UNLK AST,6SP16G,SILVER,16GB      ,SILVER,16GB,APPLE,ASIS,UNTESTED
APL IPHN6SP SLV 16G UNLK BST,6SP16G,SILVER,16GB      ,SILVER,16GB,APPLE,ASIS,UNTESTED
APL IPHN6SP SLV 16G UNLK CST,6SP16G,SILVER,16GB      ,SILVER,16GB,APPLE,ASIS,UNTESTED
APL IPHN6SP SLV 64G UNLK ASIS,6SP64G,SILVER,64GB      ,SILVER,64GB,APPLE,ASIS,TESTED
APL IPHN6SP SLV 64G UNLK AST,6SP64G,SILVER,64GB      ,SILVER,64GB,APPLE,ASIS,UNTESTED
APL IPHN6SP SLV 64G UNLK CST,6SP64G,SILVER,64GB      ,SILVER,64GB,APPLE,ASIS,UNTESTED
APL IPHN7P SLV 128G UNLK ASRN,7P128G,SILVER,128GB     ,SILVER,128GB,APPLE,CPO,TESTED
APL IPHONE 8 64GB GOLD CSTKRC,864GB ,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,FPC,REVIEW
APL IPHSE GRAY 32GB ASIS,SE32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,ASIS,TESTED
APL IPHSE RSGLD 32GB ASIS,SE32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,ASIS,TESTED
APL IPHSE SILVER 32GB ASIS,SE32GB,SILVER,32GB      ,SILVER,32GB,APPLE,ASIS,TESTED
APL IPHX GRY 256 BLM BBTI BST,X256GB,SPCGRY,256GB     ,SPACE GRAY,256GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 256 BLM BBTI CST,X256GB,SPCGRY,256GB     ,SPACE GRAY,256GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 256 BLM BBTI DST,X256GB,SPCGRY,256GB     ,SPACE GRAY,256GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 256 OTH BBTI B2S,X256GB,SPCGRY,256GB     ,SPACE GRAY,256GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 256 OTH BBTI BST,X256GB,SPCGRY,256GB     ,SPACE GRAY,256GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 256 OTH BBTI CST,X256GB,SPCGRY,256GB     ,SPACE GRAY,256GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 256 OTH BBTI DST,X256GB,SPCGRY,256GB     ,SPACE GRAY,256GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 256 OTH BBTI EST,X256GB,SPCGRY,256GB     ,SPACE GRAY,256GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 256 RGW BBTI CST,X256GB,SPCGRY,256GB     ,SPACE GRAY,256GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 256 RGW BBTI DST,X256GB,SPCGRY,256GB     ,SPACE GRAY,256GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 256 RGW BBTI EST,X256GB,SPCGRY,256GB     ,SPACE GRAY,256GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 64 BLM BBTI B2S,X64GB ,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 64 BLM BBTI BST,X64GB ,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 64 BLM BBTI CST,X64GB ,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 64 BLM BBTI DST,X64GB ,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 64 BLM BBTI EST,X64GB ,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 64 OTH BBTI CST,X64GB ,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 64 OTH BBTI DST,X64GB ,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 64 OTH BBTI EST,X64GB ,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 64 RGW BBTI B2S,X64GB ,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 64 RGW BBTI BST,X64GB ,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 64 RGW BBTI CST,X64GB ,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 64 RGW BBTI DST,X64GB ,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 64 RGW BBTI EST,X64GB ,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 64 RGW BBTI LCK,X64GB ,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,REVIEW
APL IPHX GRY 64 TEL BBTI BST,X64GB ,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IPHX GRY 64 TEL BBTI CST,X64GB ,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IPHX SLV 256 OTH BBTI BST,X256GB,SILVER,256GB     ,SILVER,256GB,APPLE,BBTI,UNTESTED
APL IPHX SLV 256 OTH BBTI CST,X256GB,SILVER,256GB     ,SILVER,256GB,APPLE,BBTI,UNTESTED
APL IPHX SLV 256 OTH BBTI DST,X256GB,SILVER,256GB     ,SILVER,256GB,APPLE,BBTI,UNTESTED
APL IPHX SLV 256 RGW BBTI DST,X256GB,SILVER,256GB     ,SILVER,256GB,APPLE,BBTI,UNTESTED
APL IPHX SLV 64 BLM BBTI CST,X64GB ,SILVER,64GB      ,SILVER,64GB,APPLE,BBTI,UNTESTED
APL IPHX SLV 64 BLM BBTI DST,X64GB ,SILVER,64GB      ,SILVER,64GB,APPLE,BBTI,UNTESTED
APL IPHX SLV 64 BLM BBTI EST,X64GB ,SILVER,64GB      ,SILVER,64GB,APPLE,BBTI,UNTESTED
APL IPHX SLV 64 OTH BBTI CST,X64GB ,SILVER,64GB      ,SILVER,64GB,APPLE,BBTI,UNTESTED
APL IPHX SLV 64 OTH BBTI DST,X64GB ,SILVER,64GB      ,SILVER,64GB,APPLE,BBTI,UNTESTED
APL IPHX SLV 64 OTH BBTI EST,X64GB ,SILVER,64GB      ,SILVER,64GB,APPLE,BBTI,UNTESTED
APL IPHX SLV 64 OTH BBTI LCK,X64GB ,SILVER,64GB      ,SILVER,64GB,APPLE,BBTI,REVIEW
APL IPHX SLV 64 RGW BBTI CST,X64GB ,SILVER,64GB      ,SILVER,64GB,APPLE,BBTI,UNTESTED
APL IPHX SLV 64 RGW BBTI DST,X64GB ,SILVER,64GB      ,SILVER,64GB,APPLE,BBTI,UNTESTED
APL IPHX SLV 64 RGW BBTI EST,X64GB ,SILVER,64GB      ,SILVER,64GB,APPLE,BBTI,UNTESTED
APL IPHX SLV 64 TEL BBTI CST,X64GB ,SILVER,64GB      ,SILVER,64GB,APPLE,BBTI,UNTESTED
APL IPHX SPACE GRAY 256 ASIS,X256GB,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,ASIS,TESTED
APL IPHX SPACEGRY 256 ASIS AST,X256GB,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,ASIS,UNTESTED
APL IPHX SPACEGRY 256 ASIS BST,X256GB,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,ASIS,UNTESTED
APL IPHX SPACEGRY 256 ASIS CST,X256GB,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,ASIS,UNTESTED
APL IPHX SPACEGRY 256 ASIS DST,X256GB,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,ASIS,UNTESTED
APL IPHX SPACEGRY 256 ASIS EST,X256GB,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,ASIS,UNTESTED
APL IPHXR BLACK 128GB ASIS,XR128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,ASIS,TESTED
APL IPHXR BLACK 128GB ASIS AST,XR128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,ASIS,UNTESTED
APL IPHXR BLACK 128GB ASIS B2S,XR128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,ASIS,UNTESTED
APL IPHXR BLACK 128GB ASIS BST,XR128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,ASIS,UNTESTED
APL IPHXR BLACK 128GB ASIS CST,XR128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,ASIS,UNTESTED
APL IPHXR BLACK 256GB ASIS B2S,XR256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,ASIS,UNTESTED
APL IPHXR BLACK 256GB ASIS CST,XR256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,ASIS,UNTESTED
APL IPHXR BLACK 64GB ASIS AST,XR64GB,BLACK ,64GB      ,BLACK ,64GB,APPLE,ASIS,UNTESTED
APL IPHXR BLACK 64GB ASIS B2S,XR64GB,BLACK ,64GB      ,BLACK ,64GB,APPLE,ASIS,UNTESTED
APL IPHXR BLACK 64GB ASIS BST,XR64GB,BLACK ,64GB      ,BLACK ,64GB,APPLE,ASIS,UNTESTED
APL IPHXR BLACK 64GB ASIS CST,XR64GB,BLACK ,64GB      ,BLACK ,64GB,APPLE,ASIS,UNTESTED
APL IPHXR BLK 64 BLM BBTI B2S,XR64GB,BLACK ,64GB      ,BLACK ,64GB,APPLE,BBTI,UNTESTED
APL IPHXR BLUE 128GB ASIS,XR128G,BLU   ,128GB     ,BLU   ,128GB,APPLE,ASIS,TESTED
APL IPHXR BLUE 128GB ASIS AST,XR128G,BLU   ,128GB     ,BLU   ,128GB,APPLE,ASIS,UNTESTED
APL IPHXR BLUE 128GB ASIS B2S,XR128G,BLU   ,128GB     ,BLU   ,128GB,APPLE,ASIS,UNTESTED
APL IPHXR BLUE 128GB ASIS BST,XR128G,BLU   ,128GB     ,BLU   ,128GB,APPLE,ASIS,UNTESTED
APL IPHXR BLUE 128GB ASIS CST,XR128G,BLU   ,128GB     ,BLU   ,128GB,APPLE,ASIS,UNTESTED
APL IPHXR BLUE 256GB ASIS,XR256G,BLU   ,256GB     ,BLU   ,256GB,APPLE,ASIS,TESTED
APL IPHXR BLUE 256GB ASIS CST,XR256G,BLU   ,256GB     ,BLU   ,256GB,APPLE,ASIS,UNTESTED
APL IPHXR BLUE 64GB ASIS,XR64GB,BLU   ,64GB      ,BLU   ,64GB,APPLE,ASIS,TESTED
APL IPHXR BLUE 64GB ASIS AST,XR64GB,BLU   ,64GB      ,BLU   ,64GB,APPLE,ASIS,UNTESTED
APL IPHXR BLUE 64GB ASIS B2S,XR64GB,BLU   ,64GB      ,BLU   ,64GB,APPLE,ASIS,UNTESTED
APL IPHXR BLUE 64GB ASIS BST,XR64GB,BLU   ,64GB      ,BLU   ,64GB,APPLE,ASIS,UNTESTED
APL IPHXR BLUE 64GB ASIS CST,XR64GB,BLU   ,64GB      ,BLU   ,64GB,APPLE,ASIS,UNTESTED
APL IPHXR CORAL 128GB ASIS,XR128G,CORAL ,128GB     ,CORAL ,128GB,APPLE,ASIS,TESTED
APL IPHXR CORAL 128GB ASIS AST,XR128G,CORAL ,128GB     ,CORAL ,128GB,APPLE,ASIS,UNTESTED
APL IPHXR CORAL 128GB ASIS B2S,XR128G,CORAL ,128GB     ,CORAL ,128GB,APPLE,ASIS,UNTESTED
APL IPHXR CORAL 128GB ASIS BST,XR128G,CORAL ,128GB     ,CORAL ,128GB,APPLE,ASIS,UNTESTED
APL IPHXR CORAL 128GB ASIS CST,XR128G,CORAL ,128GB     ,CORAL ,128GB,APPLE,ASIS,UNTESTED
APL IPHXR CORAL 256GB ASIS,XR256G,CORAL ,256GB     ,CORAL ,256GB,APPLE,ASIS,TESTED
APL IPHXR CORAL 256GB ASIS CST,XR256G,CORAL ,256GB     ,CORAL ,256GB,APPLE,ASIS,UNTESTED
APL IPHXR CORAL 64GB ASIS,XR64GB,CORAL ,64GB      ,CORAL ,64GB,APPLE,ASIS,TESTED
APL IPHXR CORAL 64GB ASIS B2S,XR64GB,CORAL ,64GB      ,CORAL ,64GB,APPLE,ASIS,UNTESTED
APL IPHXR CORAL 64GB ASIS BST,XR64GB,CORAL ,64GB      ,CORAL ,64GB,APPLE,ASIS,UNTESTED
APL IPHXR CORAL 64GB ASIS CST,XR64GB,CORAL ,64GB      ,CORAL ,64GB,APPLE,ASIS,UNTESTED
APL IPHXR CRL 64 OTH BBTI EST,XR64GB,CORAL ,64GB      ,CORAL ,64GB,APPLE,BBTI,UNTESTED
APL IPHXR RED 128GB ASIS,XR128G,RED   ,128GB     ,RED   ,128GB,APPLE,ASIS,TESTED
APL IPHXR RED 128GB ASIS AST,XR128G,RED   ,128GB     ,RED   ,128GB,APPLE,ASIS,UNTESTED
APL IPHXR RED 128GB ASIS B2S,XR128G,RED   ,128GB     ,RED   ,128GB,APPLE,ASIS,UNTESTED
APL IPHXR RED 128GB ASIS BST,XR128G,RED   ,128GB     ,RED   ,128GB,APPLE,ASIS,UNTESTED
APL IPHXR RED 128GB ASIS CST,XR128G,RED   ,128GB     ,RED   ,128GB,APPLE,ASIS,UNTESTED
APL IPHXR RED 256GB ASIS B2S,XR256G,RED   ,256GB     ,RED   ,256GB,APPLE,ASIS,UNTESTED
APL IPHXR RED 256GB ASIS BST,XR256G,RED   ,256GB     ,RED   ,256GB,APPLE,ASIS,UNTESTED
APL IPHXR RED 256GB ASIS CST,XR256G,RED   ,256GB     ,RED   ,256GB,APPLE,ASIS,UNTESTED
APL IPHXR RED 64 OTH BBTI AST,XR64GB,RED   ,64GB      ,RED   ,64GB,APPLE,BBTI,UNTESTED
APL IPHXR RED 64GB ASIS AST,XR64GB,RED   ,64GB      ,RED   ,64GB,APPLE,ASIS,UNTESTED
APL IPHXR RED 64GB ASIS B2S,XR64GB,RED   ,64GB      ,RED   ,64GB,APPLE,ASIS,UNTESTED
APL IPHXR RED 64GB ASIS BST,XR64GB,RED   ,64GB      ,RED   ,64GB,APPLE,ASIS,UNTESTED
APL IPHXR RED 64GB ASIS CST,XR64GB,RED   ,64GB      ,RED   ,64GB,APPLE,ASIS,UNTESTED
APL IPHXR WHITE 128GB ASIS,XR128G,WHITE ,128GB     ,WHITE ,128GB,APPLE,ASIS,TESTED
APL IPHXR WHITE 128GB ASIS AST,XR128G,WHITE ,128GB     ,WHITE ,128GB,APPLE,ASIS,UNTESTED
APL IPHXR WHITE 128GB ASIS B2S,XR128G,WHITE ,128GB     ,WHITE ,128GB,APPLE,ASIS,UNTESTED
APL IPHXR WHITE 128GB ASIS BST,XR128G,WHITE ,128GB     ,WHITE ,128GB,APPLE,ASIS,UNTESTED
APL IPHXR WHITE 128GB ASIS CST,XR128G,WHITE ,128GB     ,WHITE ,128GB,APPLE,ASIS,UNTESTED
APL IPHXR WHITE 256GB ASIS B2S,XR256G,WHITE ,256GB     ,WHITE ,256GB,APPLE,ASIS,UNTESTED
APL IPHXR WHITE 256GB ASIS CST,XR256G,WHITE ,256GB     ,WHITE ,256GB,APPLE,ASIS,UNTESTED
APL IPHXR WHITE 64GB ASIS AST,XR64GB,WHITE ,64GB      ,WHITE ,64GB,APPLE,ASIS,UNTESTED
APL IPHXR WHITE 64GB ASIS B2S,XR64GB,WHITE ,64GB      ,WHITE ,64GB,APPLE,ASIS,UNTESTED
APL IPHXR WHITE 64GB ASIS BST,XR64GB,WHITE ,64GB      ,WHITE ,64GB,APPLE,ASIS,UNTESTED
APL IPHXR WHITE 64GB ASIS CST,XR64GB,WHITE ,64GB      ,WHITE ,64GB,APPLE,ASIS,UNTESTED
APL IPHXR WHT 128 RGW BBTI AST,XR128G,WHITE ,128GB     ,WHITE ,128GB,APPLE,BBTI,UNTESTED
APL IPHXR WHT 64 RGW BBTI BST,XR64GB,WHITE ,64GB      ,WHITE ,64GB,APPLE,BBTI,UNTESTED
APL IPHXR WHT 64 RGW BBTI CST,XR64GB,WHITE ,64GB      ,WHITE ,64GB,APPLE,BBTI,UNTESTED
APL IPHXR YELLOW 128G ASIS AST,XR128G,YELLOW,128GB     ,YELLOW,128GB,APPLE,ASIS,UNTESTED
APL IPHXR YELLOW 128G ASIS B2S,XR128G,YELLOW,128GB     ,YELLOW,128GB,APPLE,ASIS,UNTESTED
APL IPHXR YELLOW 128G ASIS BST,XR128G,YELLOW,128GB     ,YELLOW,128GB,APPLE,ASIS,UNTESTED
APL IPHXR YELLOW 128G ASIS CST,XR128G,YELLOW,128GB     ,YELLOW,128GB,APPLE,ASIS,UNTESTED
APL IPHXR YELLOW 256GB ASIS,XR256G,YELLOW,256GB     ,YELLOW,256GB,APPLE,ASIS,TESTED
APL IPHXR YELLOW 64GB ASIS AST,XR64GB,YELLOW,64GB      ,YELLOW,64GB,APPLE,ASIS,UNTESTED
APL IPHXR YELLOW 64GB ASIS B2S,XR64GB,YELLOW,64GB      ,YELLOW,64GB,APPLE,ASIS,UNTESTED
APL IPHXR YELLOW 64GB ASIS BST,XR64GB,YELLOW,64GB      ,YELLOW,64GB,APPLE,ASIS,UNTESTED
APL IPHXR YELLOW 64GB ASIS CST,XR64GB,YELLOW,64GB      ,YELLOW,64GB,APPLE,ASIS,UNTESTED
APL IPHXS GOLD 256GB ASIS,XS256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,ASIS,TESTED
APL IPHXS GOLD 256GB ASIS B2S,XS256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,ASIS,UNTESTED
APL IPHXS GOLD 256GB ASIS BST,XS256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,ASIS,UNTESTED
APL IPHXS GOLD 256GB ASIS CST,XS256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,ASIS,UNTESTED
APL IPHXS GOLD 512GB ASIS,XS512G,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,ASIS,TESTED
APL IPHXS GOLD 512GB ASIS CST,XS512G,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,ASIS,UNTESTED
APL IPHXS GOLD 64GB ASIS,XS64GB,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,ASIS,TESTED
APL IPHXS GOLD 64GB ASIS B2S,XS64GB,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,ASIS,UNTESTED
APL IPHXS GOLD 64GB ASIS CST,XS64GB,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,ASIS,UNTESTED
APL IPHXS GRAY 256GB ASIS,XS256G,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,ASIS,TESTED
APL IPHXS GRAY 256GB ASIS AST,XS256G,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,ASIS,UNTESTED
APL IPHXS GRAY 256GB ASIS CST,XS256G,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,ASIS,UNTESTED
APL IPHXS GRAY 512GB ASIS,XS512G,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,ASIS,TESTED
APL IPHXS GRAY 512GB ASIS CST,XS512G,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,ASIS,UNTESTED
APL IPHXS GRAY 64GB ASIS B2S,XS64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,ASIS,UNTESTED
APL IPHXS GRAY 64GB ASIS BST,XS64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,ASIS,UNTESTED
APL IPHXS GRAY 64GB ASIS CST,XS64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,ASIS,UNTESTED
APL IPHXS GRY 64G ASIS CST,XS64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX GLD 256 ASIS AST,XSM256,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX GLD 256 ASIS B2S,XSM256,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX GLD 256 ASIS BST,XSM256,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX GLD 256 ASIS CST,XSM256,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX GLD 256GB ASIS,XSM256,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,ASIS,TESTED
APL IPHXS MAX GLD 512 ASIS B2S,XSM512,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX GLD 512 ASIS BST,XSM512,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX GLD 512 ASIS CST,XSM512,GOLD  ,512GB     ,GOLD  ,512GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX GLD 64G ASIS AST,XSM64G,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX GLD 64G ASIS B2S,XSM64G,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX GLD 64G ASIS BST,XSM64G,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX GLD 64G ASIS CST,XSM64G,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX GLD 64GB ASIS,XSM64G,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,ASIS,TESTED
APL IPHXS MAX GOLD 64GB ASIS,XSM64G,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,ASIS,TESTED
APL IPHXS MAX GRAY 256GB ASIS,XSM256,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,ASIS,TESTED
APL IPHXS MAX GRAY 64GB ASIS,XSM64G,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,ASIS,TESTED
APL IPHXS MAX GRY 256 ASIS B2S,XSM256,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX GRY 256 ASIS CST,XSM256,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX GRY 256GB ASIS,XSM256,GRAY  ,256GB     ,GRAY  ,256GB,APPLE,ASIS,TESTED
APL IPHXS MAX GRY 512 ASIS B2S,XSM512,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX GRY 512 ASIS CST,XSM512,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX GRY 512GB ASIS,XSM512,GRAY  ,512GB     ,GRAY  ,512GB,APPLE,ASIS,TESTED
APL IPHXS MAX GRY 64G ASIS AST,XSM64G,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX GRY 64G ASIS B2S,XSM64G,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX GRY 64G ASIS BST,XSM64G,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX GRY 64G ASIS CST,XSM64G,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX GRY 64GB ASIS,XSM64G,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,ASIS,TESTED
APL IPHXS MAX SLV 256 ASIS B2S,XSM256,SILVER,256GB     ,SILVER,256GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX SLV 256 ASIS CST,XSM256,SILVER,256GB     ,SILVER,256GB,APPLE,ASIS,UNTESTED
APL IPHXS MAX SLV 256GB ASIS,XSM256,SILVER,256GB     ,SILVER,256GB,APPLE,ASIS,TESTED
